Bolagsid;Kollektivavtal;Postkod;Ort;Telnmr;JuridiskForm;SNI;Start_Ar;Bransch;Genomnsnittlig_lön_exkl_pension;Genomsnittlig_lön_Inkl. Pension_TSEK;Total_lön;antalanstallda_UC;Omsättning_SEK;Resultat
2103;0;57342;Tranås;0140-13850;49;43320;2007;Bygg-, Design- & Inredningsverksamhet;381760;570,4;9544000;15;20440000;34
2104;0;11122;Stockholm;08-7905950;49;62020;2007;Data, IT & Telekommunikation;654760;968,03;16369000;29;38451000;7255
2105;1;11355;Stockholm;08-6120990;49;74900;2007;Teknisk Konsultverksamhet;194714;520,5;4089000;12;7497000;496
2106;0;41502;Göteborg;031-217480;49;10112;2007;Livsmedelsframställning;419650;610,6;16786000;40;241818000;-1291
2107;0;16343;Spånga;08-41046300;49;43390;2007;Bygg-, Design- & Inredningsverksamhet;278700;394,03;8361000;34;21261000;-328
2108;0;10724;Stockholm;08-51931010;49;82990;2007;Företagstjänster;762433;1039,19;22873000;37;51140000;5195
2109;0;87296;Bjärtrå;0612-53060;49;11010;2007;Livsmedelsframställning;561368;831,32;10666000;19;47222000;-1977
2110;1;11267;Stockholm;08-56005102;49;63110;2007;Företagstjänster;377200;597,54;7544000;26;25223000;4905
2111;1;72344;Västerås;021-408730;49;70220;2007;Juridik, Ekonomi & Konsulttjänster;385388;630,78;6937000;27;25923000;1531
2112;0;15152;Södertälje;0739-619116;49;41200;2007;Bygg-, Design- & Inredningsverksamhet;180953;341,19;7781000;36;26338000;-380
2113;0;26270;Strövelstorp;042-229344;49;25500;2007;Tillverkning & Industri;340263;526,74;6465000;19;37444000;5169
2114;0;55454;Jönköping;031-281220;49;78200;2007;Bemanning & Arbetsförmedling;302731;406,46;12412000;41;17323000;-686
2115;0;25232;Helsingborg;042-4422120;49;33170;2007;Reparation & Installation;508198;675,8;81820000;161;324166000;5766
2116;1;82411;Hudiksvall;0650-75759;49;62010;2007;Data, IT & Telekommunikation;335222;775,41;6034000;29;37951000;8621
2117;0;23322;Svedala;040-6156700;49;43320;2007;Bygg-, Design- & Inredningsverksamhet;364212;535,98;17118000;57;173797000;10167
2118;0;87132;Härnösand;0611-22101;49;88102;2007;Hälsa & Sjukvård;392052;540,07;44694000;114;67967000;1783
2119;0;16751;Bromma;08-12140800;49;62010;2007;Data, IT & Telekommunikation;499500;707,24;6993000;25;30829000;-3352
2120;0;41104;Göteborg;0303-373000;49;71121;2007;Bygg-, Design- & Inredningsverksamhet;466833;687,3;14005000;30;34465000;2987
2121;0;59361;Västervik;0490-655695;49;43120;2007;Bygg-, Design- & Inredningsverksamhet;351478;507,26;8084000;34;34205000;866
2122;1;40022;Göteborg;031-3891010;49;62020;2007;Data, IT & Telekommunikation;509452;775,33;21397000;42;47742000;4735
2123;0;70346;Örebro;019-263010;49;45204;2007;Reparation & Installation;438809;637,81;9215000;21;208486000;19399
2124;0;64293;Flen;070-3968460;49;43120;2007;Bygg-, Design- & Inredningsverksamhet;392684;558,6;7461000;35;96104000;8961
2125;0;18730;Täby;08-54020003;49;43290;2007;Bygg-, Design- & Inredningsverksamhet;162440;678,39;4061000;28;64485000;1116
2126;0;11343;Stockholm;08-300350;49;55103;2007;Hotell & Restaurang;403892;681,14;11309000;28;46321000;-5454
2127;1;11267;Stockholm;08-6560820;49;68310;2007;Fastighetsverksamhet;663090;856;14588000;18;28752000;-495
2128;0;72136;Västerås;;49;70100;2007;Tillverkning & Industri;810000;1567;1620000;175;591381000;34232
2129;0;23121;Trelleborg;0411-39111;49;25620;2007;Tillverkning & Industri;322133;530,27;9664000;40;35910000;454
2130;0;14633;Tullinge;0708-930190;49;43320;2007;Bygg-, Design- & Inredningsverksamhet;417238;590,98;17524000;43;113312000;4473
2131;0;70135;Örebro;019-7679100;49;68203;2007;Fastighetsverksamhet;408166;586,49;41633000;102;457129000;72452
2132;1;11434;Stockholm;08-55002480;49;70220;2007;Juridik, Ekonomi & Konsulttjänster;1035857;1322,96;14502000;24;50673000;12514
2133;0;23351;Svedala;0411-43292;49;43999;2007;Bygg-, Design- & Inredningsverksamhet;405862;549,71;11770000;21;34709000;-455
2134;0;78170;Borlänge;0243-501750;49;78200;2007;Bemanning & Arbetsförmedling;398633;563,34;11959000;32;19405000;269
2135;1;41263;Göteborg;031-3031080;49;62010;2007;Data, IT & Telekommunikation;574314;834,63;20101000;46;60871000;2588
2136;0;13334;Saltsjöbaden;08-7170100;49;86211;2007;Hälsa & Sjukvård;482344;702,1;88269000;198;245907000;-4197
2137;1;21119;Malmö;040-237379;49;63110;2007;Företagstjänster;611956;881,3;14075000;23;135424000;54140
2138;0;55652;Jönköping;036-5851700;49;10112;2007;Livsmedelsframställning;435430;580,59;53558000;123;1182149000;22170
2139;0;44695;Älvängen;0303-747110;49;23690;2007;Tillverkning & Industri;392200;571,1;11766000;30;138027000;16202
2140;0;25368;Helsingborg;042-298585;49;43222;2007;Bygg-, Design- & Inredningsverksamhet;455058;674,27;23208000;51;128875000;6126
2141;0;63229;Eskilstuna;016-517242;49;22290;2007;Tillverkning & Industri;326086;491,93;7500000;27;50782000;7850
2142;0;10769;Stockholm;08-55399000;49;47111;2007;;495418;741,12;54496000;110;667863000;51014
2143;0;64151;Katrineholm;0150-800100;49;37000;2007;Avlopp, Avfall, El & Vatten;442013;680,12;33593000;76;274855000;742
2144;0;41755;Göteborg;031-505900;49;71122;2007;Teknisk Konsultverksamhet;382105;635,28;21780000;111;167340000;9599
2145;0;42132;Västra Frölunda;031-492419;49;41200;2007;Bygg-, Design- & Inredningsverksamhet;435321;635,39;12189000;28;155995000;5249
2146;0;75105;Uppsala;018-149490;49;46741;2007;Partihandel;440414;643,34;18057000;41;142803000;7745
2147;0;18207;Stocksund;08-55595100;49;47430;2007;Detaljhandel;432466;610,27;12974000;30;151421000;-16417
2148;1;11227;Stockholm;08-58777555;49;62010;2007;Data, IT & Telekommunikation;524000;795,7;12576000;20;29681000;-1745
2149;0;13737;Västerhaninge;08-7700070;49;43999;2007;Bygg-, Design- & Inredningsverksamhet;416916;686,17;10006000;24;35791000;-156
2150;0;10074;Stockholm;;49;71124;2007;Teknisk Konsultverksamhet;458894;784,45;8719000;20;29628000;5951
2151;1;19740;Bro;08-58241030;49;26120;2007;Tillverkning & Industri;382227;529,41;8409000;27;20153000;1778
2152;0;21119;Malmö;040-6011300;49;78200;2007;Bemanning & Arbetsförmedling;574000;786,51;47068000;82;117557000;14
2153;0;25218;Helsingborg;010-7036600;49;88102;2008;Hälsa & Sjukvård;353000;462;14473000;53;26378000;1351
2154;0;18426;Åkersberga;08-50335100;49;45110;2008;Motorfordonshandel;395240;655,08;9881000;26;296409000;3967
2155;0;41111;Göteborg;031-7430200;49;71110;2008;Bygg-, Design- & Inredningsverksamhet;502384;773,96;45717000;91;127708000;13383
2156;0;41104;Göteborg;031-7571200;49;62010;2008;Data, IT & Telekommunikation;451827;682,78;13103000;32;33051000;5523
2157;0;70143;Örebro;020-373700;49;87301;2008;Hälsa & Sjukvård;328092;459,73;308735000;941;547764000;12356
2158;1;18212;Danderyd;073-3534802;49;62020;2008;Data, IT & Telekommunikation;628277;1235,57;11309000;23;34338000;2181
2159;0;20120;Malmö;040-258900;49;71121;2008;Bygg-, Design- & Inredningsverksamhet;530521;772,27;24404000;48;79467000;16315
2160;0;41834;Göteborg;0733-223395;49;78200;2008;Bemanning & Arbetsförmedling;717288;975,48;69577000;97;129494000;7983
2161;0;25467;Helsingborg;042-299580;49;41200;2008;Bygg-, Design- & Inredningsverksamhet;400071;625,86;5601000;14;60330000;792
2162;0;27650;Hammenhög;0414-443700;49;46210;2008;Partihandel;472357;722,14;13226000;28;177417000;3718
2163;0;11734;Stockholm;08-40024050;49;78100;2008;Bemanning & Arbetsförmedling;506661;757,94;65866000;652;412938000;10148
2164;0;37132;Karlskrona;0660-293600;49;78200;2008;Bemanning & Arbetsförmedling;376416;626,05;9034000;22;20960000;2081
2165;0;72137;Västerås;0141-40095;49;25610;2008;Tillverkning & Industri;337153;482;4383000;13;22290000;2272
2166;0;43241;Varberg;0705-921021;49;73120;2008;Reklam, Pr & Marknadsundersökning;336176;500,7;5715000;30;47483000;3009
2167;0;22100;Lund;046-183000;49;22210;2008;Tillverkning & Industri;531480;800,59;120646000;227;918043000;8068
2168;1;11145;Stockholm;08-12031580;49;71110;2008;Bygg-, Design- & Inredningsverksamhet;419421;1459,58;7969000;12;29112000;3174
2169;1;22363;Lund;046-2756330;49;72190;2008;Utbildning, Forskning & Utveckling;481285;831,55;3369000;11;3766000;-27634
2170;0;27523;Sjöbo;0416-25000;49;41200;2008;Bygg-, Design- & Inredningsverksamhet;394370;555,96;10648000;27;41558000;4490
2171;0;26273;Ängelholm;0431-82125;49;41200;2008;Bygg-, Design- & Inredningsverksamhet;372629;698,11;10061000;28;107931000;3028
2172;0;60002;Norrköping;011-130076;49;78200;2008;Bemanning & Arbetsförmedling;318334;432,15;139749000;439;190360000;300
2173;0;51260;Överlida;0325-661330;49;13960;2008;Tillverkning & Industri;280386;471,27;12337000;37;50029000;3761
2174;0;20122;Malmö;040-6009600;49;68320;2008;Fastighetsverksamhet;357161;499,59;46431000;130;113735000;7565
2175;0;70222;Örebro;0512-302022;49;88102;2008;Hälsa & Sjukvård;402130;377,66;9249000;32;12650000;281
2176;0;41834;Göteborg;031-7203620;49;72190;2008;Utbildning, Forskning & Utveckling;626833;1023,11;22566000;36;83593000;-61145
2177;0;11846;Stockholm;08-51802000;49;70100;2008;Detaljhandel;426325;612,76;37943000;88;193667000;-82591
2178;0;21218;Malmö;0706-188945;49;46450;2008;Partihandel;362000;597,69;9774000;29;155466000;30866
2179;1;11444;Stockholm;076-0195494;49;78100;2008;Bemanning & Arbetsförmedling;380357;629,85;5325000;27;14256000;-11892
2180;0;19162;Sollentuna;08-12044800;49;43221;2008;Bygg-, Design- & Inredningsverksamhet;464513;398,26;17187000;27;19863000;-2775
2181;0;51291;Sexdrega;0320-60500;49;20150;2008;Tillverkning & Industri;401432;597,05;14853000;37;190992000;4072
2182;0;59150;Motala;0141-224300;49;18122;2008;Tillverkning & Industri;344142;510,76;7227000;17;14716000;-3351
2183;0;16869;Bromma;08-292617;49;46660;2008;Partihandel;375000;536,92;9750000;26;41003000;1030
2184;1;41668;Göteborg;031-3010370;49;26300;2008;Tillverkning & Industri;515777;686,29;4642000;30;59788000;-5156
2185;0;18774;Täby;08-51013300;49;56100;2008;Hotell & Restaurang;309647;458,2;5264000;20;15461000;-1379
2186;0;54121;Skövde;010-4741000;49;52290;2008;Transport & Magasinering;553812;779,06;17722000;142;896453000;8157
2187;0;26273;Ängelholm;070-7186416;49;43120;2008;Bygg-, Design- & Inredningsverksamhet;361629;628,72;9764000;47;148004000;7171
2188;1;11160;Stockholm;08-50110890;49;58290;2008;Data, IT & Telekommunikation;574687;738,7;18390000;43;59635000;2844
2189;0;16353;Spånga;08-7615040;49;30920;2008;Tillverkning & Industri;477666;674,72;17196000;36;118076000;16265
2190;0;43215;Varberg;08-41094900;49;70100;2008;Företagstjänster;746756;1210,12;27630000;42;61387000;-35583
2191;0;10425;Stockholm;08-6192860;49;70100;2008;Detaljhandel;582886;783,23;46048000;74;458749000;7301
2192;1;26263;Ängelholm;010-1011656;49;46150;2008;Partihandel;294416;536,72;3533000;32;107747000;5885
2193;0;14721;Tumba;070-2540546;49;43120;2008;Bygg-, Design- & Inredningsverksamhet;292500;666,45;5265000;20;51257000;1827
2194;0;41834;Göteborg;031-652680;49;41200;2008;Bygg-, Design- & Inredningsverksamhet;484428;709,75;13564000;28;341032000;39552
2195;0;33573;Hillerstorp;0370-373800;49;25999;2008;Tillverkning & Industri;381526;546;14498000;38;86059000;-2646
2196;0;59162;Motala;0141-229900;49;70220;2008;Juridik, Ekonomi & Konsulttjänster;552950;905,6;11059000;159;189516000;732
2197;0;76334;Hallstavik;0175-15059;49;43320;2008;Bygg-, Design- & Inredningsverksamhet;289970;423,65;9859000;34;44827000;15
2198;1;12063;Stockholm;08-57022584;49;73111;2008;Reklam, Pr & Marknadsundersökning;213000;464,75;2556000;4;5668000;60
2199;0;86423;Matfors;060-7858600;49;72190;2008;Utbildning, Forskning & Utveckling;481265;715,8;45239000;94;100137000;-16242
2200;1;11457;Stockholm;08-4425760;49;66190;2008;Bank, Finans & Försäkring;278000;396;278000;1;0;594
2201;0;69271;Kumla;019-209044;49;43120;2008;Bygg-, Design- & Inredningsverksamhet;369666;614,33;6654000;30;54229000;-9270
2202;0;82450;Hudiksvall;0735-107965;49;43210;2008;Bygg-, Design- & Inredningsverksamhet;260425;360,43;12240000;21;8897000;419
2203;0;42246;Hisings Backa;0702-331916;49;80100;2008;Företagstjänster;429882;523,24;7308000;25;14805000;99
2204;0;80283;Gävle;0611-559500;49;33120;2008;Reparation & Installation;335913;481,61;7726000;23;19694000;-469
2205;0;82640;Söderhamn;0270-70275;49;25999;2008;Tillverkning & Industri;326241;525,97;9461000;39;82483000;4806
2206;0;21616;Limhamn;040-6160639;49;46420;2008;Partihandel;471111;624,52;12720000;27;62255000;2186
2207;0;31191;Falkenberg;0346-714370;49;16233;2008;Tillverkning & Industri;455964;662,61;12767000;28;123377000;-1040
2208;0;11444;Stockholm;073-5405507;49;78200;2008;Bemanning & Arbetsförmedling;194833;335,48;19873000;62;59460000;2199
2209;0;53421;Vara;0512-773300;49;25110;2008;Tillverkning & Industri;446968;652,56;14303000;32;61044000;-11812
2210;0;72212;Västerås;021-4703600;49;69201;2008;Juridik, Ekonomi & Konsulttjänster;373633;586,88;48946000;133;106313000;-1923
2211;0;21239;Malmö;040-228500;49;43222;2008;Bygg-, Design- & Inredningsverksamhet;388642;650,04;16323000;46;86513000;3752
2212;1;11331;Stockholm;;49;;2008;;472650;653,4;9453000;5;8272000;-1722
2213;1;21139;Malmö;040-6301060;49;94111;2008;Bransch-, Arbetsgivar- & Yrkesorg.;291750;403,83;3501000;23;14354000;599
2214;1;58222;Linköping;013-313300;49;96040;2008;;321000;378,33;1926000;6;5063000;0
2215;0;82414;Hudiksvall;060-678750;49;62020;2008;Data, IT & Telekommunikation;333807;231;8679000;26;33455000;1977
2216;0;16867;Bromma;0771-442233;49;71200;2009;Teknisk Konsultverksamhet;379786;535,17;87351000;230;233515000;16817
2217;0;12265;Enskede;08-40904601;49;85100;2009;Utbildning, Forskning & Utveckling;323148;482,74;8725000;27;19952000;1790
2218;0;10321;Stockholm;010-2099880;49;45310;2009;Partihandel;601117;904,18;10219000;17;27633000;-11951
2219;0;72134;Västerås;021-120410;49;43330;2009;Bygg-, Design- & Inredningsverksamhet;405135;603,41;14990000;41;60105000;3953
2220;0;17975;Skå;08-56040400;49;43320;2009;Fastighetsverksamhet;459214;485,03;12858000;34;73386000;4422
2221;1;10123;Stockholm;;49;62020;2009;Data, IT & Telekommunikation;774159;1538,98;34063000;62;151599000;6979
2222;1;41114;Göteborg;072-3993449;49;71122;2009;Teknisk Konsultverksamhet;442529;642,35;7523000;23;18287000;1617
2223;0;10216;Stockholm;08-50900700;49;66190;2009;Bank, Finans & Försäkring;715358;1151,38;27899000;39;91126000;428
2224;0;18639;Vallentuna;08-51170570;49;10710;2009;Livsmedelsframställning;306125;447,31;4898000;16;13905000;50
2225;0;12347;Farsta;08-50622150;49;88102;2009;Hälsa & Sjukvård;323360;473,29;226676000;649;322227000;1853
2226;0;41749;Göteborg;031-579550;49;43210;2009;Bygg-, Design- & Inredningsverksamhet;354076;489,36;4603000;28;26866000;2639
2227;0;11325;Stockholm;08-55925003;49;88101;2009;Hälsa & Sjukvård;339050;470,37;33905000;115;63672000;945
2228;1;22362;Lund;0704-338024;49;62020;2009;Data, IT & Telekommunikation;451062;788,14;7217000;21;23355000;3436
2229;0;40014;Göteborg;031-166750;49;32502;2009;Tillverkning & Industri;383809;561,04;8060000;23;25100000;2090
2230;0;21239;Malmö;010-1306200;49;95110;2009;Reparation & Installation;354536;494,65;44317000;125;92416000;111
2231;0;74630;Bålsta;0707-778910;49;43999;2009;Bygg-, Design- & Inredningsverksamhet;310954;504,27;6841000;26;26810000;815
2232;0;63102;Eskilstuna;016-4001035;49;78200;2009;Bemanning & Arbetsförmedling;312147;449,03;10613000;35;37830000;4681
2233;0;11251;Stockholm;08-59908600;49;80100;2009;Företagstjänster;325457;511,47;22782000;99;58800000;193
2234;0;19572;Rosersberg;08-59037290;49;78200;2009;Bemanning & Arbetsförmedling;301210;411,46;64459000;214;103991000;5704
2235;0;13102;Nacka;08-4480480;49;68203;2009;Fastighetsverksamhet;611152;911,2;28113000;46;120488000;442889
2236;0;46153;Trollhättan;0520-528300;49;71122;2009;Teknisk Konsultverksamhet;626027;1308,96;45074000;72;133180000;5971
2237;0;10430;Stockholm;010-3303077;49;88102;2009;Hälsa & Sjukvård;377750;467,81;7555000;21;10442000;128
2238;0;41879;Göteborg;031-532323;49;43999;2009;Bygg-, Design- & Inredningsverksamhet;454473;499,24;8635000;34;52860000;2348
2239;0;50451;Borås;033-4300900;49;62010;2009;Data, IT & Telekommunikation;521428;800,36;10950000;28;87356000;8308
2240;1;56161;Tenhult;076-3942208;49;45320;2009;Partihandel;432500;530,79;6920000;39;80849000;13575
2241;0;11122;Stockholm;08-216700;49;78200;2009;Bemanning & Arbetsförmedling;372611;523,03;40242000;108;67194000;2212
2242;0;82434;Hudiksvall;073-0578026;49;96090;2009;Övriga Konsumenttjänster;309000;480,81;12360000;54;32538000;282
2243;1;41301;Göteborg;031-3396060;49;73111;2009;Reklam, Pr & Marknadsundersökning;500225;758,5;15507000;16;18447000;-6546
2244;0;42671;Västra Frölunda;031-695350;49;42110;2009;Bygg-, Design- & Inredningsverksamhet;424521;615,67;9764000;36;102697000;61
2245;0;21364;Malmö;042-332260;49;28250;2009;Tillverkning & Industri;470392;669,79;13171000;28;82198000;1160
2246;1;11221;Stockholm;08-55117330;49;62010;2009;Data, IT & Telekommunikation;349083;571,3;4189000;20;16301000;17
2247;0;72131;Västerås;021-300750;49;33120;2009;Reparation & Installation;478529;678,12;8135000;17;49094000;9295
2248;0;71331;Nora;0587-10999;49;20510;2009;Tillverkning & Industri;528354;765,12;25361000;48;289532000;20271
2249;1;21228;Malmö;072-7332544;49;96090;2009;Övriga Konsumenttjänster;188281;327,83;6025000;54;23349000;1030
2250;0;11351;Stockholm;0708-972922;49;82200;2009;Företagstjänster;259571;318,59;9085000;29;12804000;-1325
2251;0;16867;Bromma;076-2714842;49;43210;2009;Bygg-, Design- & Inredningsverksamhet;333160;480,2;8329000;25;48210000;1861
2252;0;93131;Skellefteå;0910-732300;49;62020;2009;Data, IT & Telekommunikation;425615;629,23;11066000;26;23358000;309
2253;0;23533;Vellinge;040-6853800;49;85201;2009;Utbildning, Forskning & Utveckling;409900;588,04;57386000;140;117131000;2317
2254;0;69147;Karlskoga;070-0002228;49;43341;2009;Bygg-, Design- & Inredningsverksamhet;351678;588,78;9847000;23;22002000;1598
2255;0;24642;Löddeköpinge;0709-212440;49;43341;2009;Bygg-, Design- & Inredningsverksamhet;351441;646,22;11949000;32;43608000;2926
2256;0;14641;Tullinge;08-6453340;49;43110;2009;Bygg-, Design- & Inredningsverksamhet;194375;485,97;6220000;36;59420000;4501
2257;0;14240;Skogås;08-7714607;49;88101;2009;Hälsa & Sjukvård;339591;479,24;24111000;54;25768000;-3037
2258;0;69133;Karlskoga;0586-84570;49;96011;2009;;275600;431;2756000;16;14489000;-1604
2259;1;16751;Bromma;0705-562226;49;47912;2009;Detaljhandel;416320;602,81;64946000;156;947332000;2564
2260;0;60228;Norrköping;011-188200;49;71121;2009;Bygg-, Design- & Inredningsverksamhet;364142;533,21;10196000;43;50421000;2274
2261;0;11251;Stockholm;073-2043224;49;70220;2009;Juridik, Ekonomi & Konsulttjänster;298666;460,43;6272000;37;22958000;811
2262;0;10248;Stockholm;020-360370;49;78200;2009;Bemanning & Arbetsförmedling;365000;461,52;13870000;80;36837000;-114
2263;0;13769;Österhaninge;08-6509280;49;25110;2009;Tillverkning & Industri;447897;614,51;17468000;39;234338000;26290
2264;0;17193;Solna;077-1405405;49;70100;2009;Detaljhandel;695089;1086,88;131372000;189;80983000;-484179
2265;0;27430;Skurup;0411-48140;49;43999;2009;Bygg-, Design- & Inredningsverksamhet;364344;525,35;10566000;31;105120000;3475
2266;0;24522;Staffanstorp;046-2718840;49;47199;2009;Detaljhandel;267214;441,06;3741000;51;146419000;1902
2267;1;18207;Stocksund;077-0330400;49;33120;2009;Reparation & Installation;338866;828,39;5083000;18;30074000;4937
2268;0;27124;Ystad;0411-557180;49;46699;2009;Partihandel;591625;901,85;23665000;40;151273000;8980
2269;0;18440;Åkersberga;08-41079410;49;43320;2009;Bygg-, Design- & Inredningsverksamhet;339400;501,92;10182000;37;205779000;18950
2270;0;55305;Jönköping;010-2426677;49;86211;2009;Hälsa & Sjukvård;549344;856,72;33510000;61;100625000;4185
2271;0;41254;Göteborg;031-804055;49;70100;2009;Hotell & Restaurang;414866;616,23;12446000;590;909630000;-12058
2272;0;45493;Brastad;0523-15010;49;28140;2009;Tillverkning & Industri;338250;489,27;6765000;22;23799000;967
2273;0;75597;Uppsala;018-181600;49;10112;2009;Livsmedelsframställning;336187;664,81;5379000;16;164480000;196
2274;0;19572;Rosersberg;08-967044;49;46741;2009;Partihandel;386000;556,27;8492000;22;104864000;7670
2275;0;34131;Ljungby;0372-276920;49;20600;2009;Tillverkning & Industri;295000;508,82;5605000;17;21199000;823
2276;0;30241;Halmstad;035-7108850;49;41200;2009;Bygg-, Design- & Inredningsverksamhet;421759;638,94;70012000;166;613228000;24522
2277;0;13650;Jordbro;010-3300422;49;42130;2009;Bygg-, Design- & Inredningsverksamhet;495952;711,03;10415000;30;144650000;11554
2278;0;72132;Västerås;021-102440;49;27120;2009;Tillverkning & Industri;364966;568,15;10949000;34;91456000;3404
2279;1;20121;Malmö;040-6981100;49;46210;2009;Partihandel;604666;1747,33;1814000;3;48009000;2506
2280;0;22007;Lund;0703-951062;49;78200;2009;Bemanning & Arbetsförmedling;375850;551,97;7517000;31;19923000;2141
2281;0;55593;Jönköping;072-2323666;49;78100;2009;Bemanning & Arbetsförmedling;383551;522,19;37588000;98;56193000;-47
2282;0;41138;Göteborg;031-3336000;49;71110;2009;Bygg-, Design- & Inredningsverksamhet;381464;589,96;10681000;28;36147000;4939
2283;1;11151;Stockholm;070-2250227;49;62010;2009;Data, IT & Telekommunikation;482769;778,91;6276000;22;23238000;-44537
2284;0;17145;Solna;08-58080006;49;88102;2009;Hälsa & Sjukvård;343333;354,46;9270000;57;22790000;1350
2285;0;11143;Stockholm;073-3239583;49;62010;2009;Data, IT & Telekommunikation;564600;746,06;28230000;54;50271000;744
2286;0;41756;Göteborg;031-3812700;49;71122;2009;Teknisk Konsultverksamhet;456976;646,48;59407000;130;216899000;-9689
2287;0;41707;Göteborg;0707-882160;49;78200;2010;Bemanning & Arbetsförmedling;561510;830,71;27514000;49;65665000;11079
2288;0;19279;Sollentuna;08-59476830;49;46630;2010;Partihandel;4731574;718,6;222384000;47;368295000;15574
2289;0;25669;Helsingborg;0340-677477;49;10890;2010;Livsmedelsframställning;395107;566,14;11063000;28;116800000;11726
2290;1;42740;Billdal;031-933159;49;46769;2010;Partihandel;732000;1070;19764000;27;3262303000;87887
2291;1;11121;Stockholm;076-2023100;49;88102;2010;Hälsa & Sjukvård;406093;548,28;12995000;32;18903000;784
2292;0;21139;Malmö;040-6613990;49;78100;2010;Bemanning & Arbetsförmedling;357409;525,02;43604000;122;78280000;-1168
2293;0;43153;Mölndal;070-4031708;49;43999;2010;Bygg-, Design- & Inredningsverksamhet;327793;529,7;9506000;30;70966000;6031
2294;0;11145;Stockholm;08-224200;49;78100;2010;Bemanning & Arbetsförmedling;894500;509,39;10734000;18;66691000;10906
2295;1;12748;Skärholmen;08-7109710;49;70220;2010;;299062;407,73;4785000;15;6461000;-940
2296;1;11436;Stockholm;010-7094000;49;62020;2010;Data, IT & Telekommunikation;408937;625,91;6543000;22;30903000;3210
2297;0;57432;Vetlanda;070-7715345;49;78200;2010;Bemanning & Arbetsförmedling;420415;576,34;37417000;89;53650000;-1585
2298;1;11234;Stockholm;070-7123411;49;70220;2010;Juridik, Ekonomi & Konsulttjänster;432529;773,34;7353000;29;42042000;7847
2299;1;21120;Malmö;040-6023100;49;62010;2010;;537833;576,2;3227000;5;3730000;29
2300;1;16353;Spånga;073-9617743;49;46141;2010;Partihandel;539722;752,11;9715000;18;26251000;-11744
2301;0;14896;Sorunda;08-53043384;49;10130;2010;Livsmedelsframställning;290772;452,69;6397000;26;54222000;1496
2302;0;10263;Stockholm;08-7905500;49;62010;2010;Data, IT & Telekommunikation;410363;901,77;4514000;13;50383000;10004
2303;0;13650;Jordbro;08-50005244;49;43320;2010;Bygg-, Design- & Inredningsverksamhet;246562;343,8;3945000;25;47697000;706
2304;0;17770;Järfälla;08-4457400;49;43210;2010;Bygg-, Design- & Inredningsverksamhet;354411;574,64;6025000;25;46903000;3969
2305;0;44191;Alingsås;0322-642320;49;78200;2010;Bemanning & Arbetsförmedling;251250;384,18;6030000;17;10521000;664
2306;0;16751;Bromma;0769-412901;49;42220;2010;;445266;630,61;6679000;18;118264000;-3608
2307;0;50113;Borås;033-236400;49;70220;2010;Juridik, Ekonomi & Konsulttjänster;1914333;3370,67;5743000;219;629872000;-31440
2308;0;11143;Stockholm;031-7691550;49;62010;2010;Data, IT & Telekommunikation;541388;800,73;9745000;22;28384000;3820
2309;0;80293;Gävle;070-5450838;49;71121;2010;Bygg-, Design- & Inredningsverksamhet;486500;714,75;25298000;52;186707000;11601
2310;0;11358;Stockholm;;49;78200;2010;Bemanning & Arbetsförmedling;615352;827,09;20922000;34;30710000;598
2311;0;41250;Göteborg;031-7601200;49;71121;2010;Bygg-, Design- & Inredningsverksamhet;578100;921,73;23124000;40;95547000;16436
2312;0;43338;Partille;031-208590;49;62020;2010;Data, IT & Telekommunikation;268250;307,16;4292000;43;19369000;2544
2313;0;11853;Stockholm;08-41043385;49;58290;2010;Data, IT & Telekommunikation;664550;985,15;13291000;20;27966000;-428
2314;0;81440;Skutskär;070-2675701;49;43999;2010;Bygg-, Design- & Inredningsverksamhet;389441;570,27;13241000;45;83432000;19461
2315;0;18217;Danderyd;08-58892600;49;88102;2010;Hälsa & Sjukvård;347159;472,21;45825000;132;68631000;3702
2316;0;21376;Malmö;040-6310100;49;71123;2010;Teknisk Konsultverksamhet;433234;618,64;20362000;47;48268000;-4060
2317;0;77430;Avesta;;49;86211;2010;Hälsa & Sjukvård;553571;778,57;7750000;14;34404000;1210
2318;0;20503;Malmö;040-142700;49;10519;2010;Livsmedelsframställning;396239;564,12;129174000;317;2801505000;60806
2319;0;19145;Sollentuna;08-4429530;49;43221;2010;Bygg-, Design- & Inredningsverksamhet;512307;484,42;13320000;26;31845000;2739
2320;0;10462;Stockholm;08-6169960;49;78200;2010;Bemanning & Arbetsförmedling;350621;498,93;38919000;111;67889000;1034
2321;0;21137;Malmö;0735-226796;49;88102;2010;Hälsa & Sjukvård;333400;421,21;5001000;24;11201000;583
2322;0;13626;Haninge;0227-770000;49;43290;2010;Bygg-, Design- & Inredningsverksamhet;405055;547,07;7291000;14;22639000;607
2323;0;18334;Täby;08-54023099;49;88102;2010;Hälsa & Sjukvård;399250;492,83;28746000;109;59921000;2701
2324;1;11123;Stockholm;08-51977900;49;58290;2010;Data, IT & Telekommunikation;579312;841,06;18538000;32;53035000;-5370
2325;0;72130;Västerås;0705-238381;49;43110;2010;Bygg-, Design- & Inredningsverksamhet;296111;459;2665000;10;7257000;1238
2326;0;12464;Bandhagen;076-9475545;49;43320;2010;Bygg-, Design- & Inredningsverksamhet;179700;300,69;5391000;36;30162000;8034
